Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross income,Rating,Datetime
286-43-6208,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,Cash,790.2,39.51,9.2,2019-03-16 19:08:00
641-43-2399,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,Ewallet,102.2,5.11,5.7,2019-01-26 20:23:00
831-07-6050,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,Credit card,163.55,8.1775,9.9,2019-03-19 11:30:00
556-86-3144,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,Cash,74.29,3.7145,5.0,2019-01-13 19:30:00
848-24-9445,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,Cash,87.4,4.37,4.9,2019-03-26 18:03:00
856-22-8149,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,Ewallet,25.29,1.2645,6.1,2019-03-23 10:13:00
699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,Credit card,166.0,8.3,8.2,2019-03-12 19:58:00
420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,Credit card,356.95,17.8475,5.5,2019-02-17 19:57:00
606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,Credit card,114.9,5.745,6.8,2019-01-29 10:01:00
542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,Cash,229.96,11.498,6.6,2019-03-15 11:57:00
426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,Cash,429.87,21.4935,9.8,2019-01-14 10:02:00
875-46-5808,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,Ewallet,259.0,12.95,8.7,2019-02-06 14:51:00
394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,Credit card,88.85,4.4425,5.4,2019-02-15 12:42:00
749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,Ewallet,207.27,10.3635,7.9,2019-01-03 12:02:00
672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,Credit card,599.85,29.9925,9.7,2019-01-04 18:19:00
263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,Ewallet,285.3,14.265,7.8,2019-03-18 17:38:00
573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,Ewallet,91.11,4.5555,5.1,2019-03-28 13:41:00
817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,Credit card,897.57,44.8785,6.5,2019-03-02 19:42:00
888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,Ewallet,236.07,11.8035,5.9,2019-01-25 20:24:00
677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,Cash,839.34,41.967,8.8,2019-01-16 18:08:00
142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,Ewallet,461.8,23.09,4.9,2019-03-20 19:17:00
656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,Credit card,139.26,6.963,4.4,2019-01-04 13:24:00
891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,Cash,207.27,10.3635,6.5,2019-03-11 15:53:00
802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,Credit card,18.28,0.914,8.3,2019-03-22 15:05:00
560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,Cash,123.85,6.1925,8.5,2019-03-24 18:27:00
319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,Cash,283.92,14.196,5.5,2019-02-21 16:55:00
549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,Ewallet,758.96,37.948,8.7,2019-02-12 12:58:00
790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,Credit card,172.02,8.601,7.9,2019-03-10 18:59:00
239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,Ewallet,272.1,13.605,6.1,2019-01-31 13:44:00
468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,Ewallet,434.56,21.728,5.4,2019-03-06 13:46:00
389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,Cash,59.05,2.9525,9.4,2019-02-17 18:06:00
279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,Cash,12.54,0.627,8.2,2019-02-21 12:38:00
213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,Cash,86.5,4.325,6.2,2019-03-20 15:56:00
746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,Credit card,174.32,8.716,9.7,2019-01-11 14:29:00
836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,Ewallet,624.33,31.2165,4.0,2019-01-26 19:14:00
583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,Ewallet,148.24,7.412,9.7,2019-01-31 16:24:00
466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,Cash,544.2,27.21,5.3,2019-02-26 10:52:00
721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,Ewallet,507.36,25.368,7.4,2019-03-11 12:55:00
289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,Cash,162.74,8.137,6.5,2019-01-26 19:28:00
545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,Credit card,31.77,1.5885,8.7,2019-03-12 13:52:00
418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,Cash,756.81,37.8405,8.0,2019-02-11 10:54:00
269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,Cash,295.28,14.764,6.7,2019-02-21 18:31:00
157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,Ewallet,519.4,25.97,6.5,2019-03-09 18:24:00
645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,Ewallet,186.28,9.314,4.1,2019-01-20 18:09:00
211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,Credit card,87.05,4.3525,4.9,2019-01-28 15:16:00
755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,Credit card,221.1,11.055,8.6,2019-03-05 17:07:00
346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,Cash,66.1,3.305,4.3,2019-03-02 19:26:00
478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,Ewallet,89.69,4.4845,4.9,2019-01-11 11:20:00
540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,Credit card,224.46,11.223,5.6,2019-01-11 16:49:00
448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,Credit card,119.54,5.977,5.8,2019-03-11 12:01:00
142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,Credit card,186.4,9.32,6.0,2019-02-28 18:37:00
217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,Cash,250.6,12.53,4.2,2019-01-05 11:25:00
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,Credit card,750.96,37.548,8.3,2019-02-02 18:42:00
530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,Cash,380.72,19.036,5.7,2019-01-01 14:47:00
866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,Cash,244.2,12.21,4.8,2019-02-09 19:43:00
604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,Ewallet,89.7,4.485,6.8,2019-01-23 14:04:00
799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,Credit card,310.88,15.544,8.8,2019-01-07 16:11:00
785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,Credit card,511.42,25.571,4.2,2019-01-14 19:06:00
845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,Ewallet,418.95,20.9475,6.4,2019-02-02 15:34:00
662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,Credit card,351.9,17.595,8.4,2019-03-17 19:06:00
883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,Credit card,28.78,1.439,7.2,2019-03-02 19:44:00
290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,Cash,95.0,4.75,5.2,2019-03-16 11:22:00
704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,Cash,471.2,23.56,8.9,2019-01-06 11:23:00
110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,Cash,130.48,6.524,9.0,2019-01-29 14:12:00
366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,Credit card,66.35,3.3175,9.7,2019-01-31 10:46:00
729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,155.46,7.773,8.7,2019-02-05 10:16:00
151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,Ewallet,129.0,6.45,6.5,2019-02-13 12:38:00
380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,Credit card,263.76,13.188,6.9,2019-02-07 13:05:00
850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,Ewallet,675.54,33.777,6.2,2019-03-19 13:25:00
821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,Ewallet,65.8,3.29,5.6,2019-03-07 14:53:00
655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,Cash,153.2,7.66,5.7,2019-03-13 19:22:00
447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,Cash,222.4,11.12,4.2,2019-02-09 11:00:00
154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,54.45,2.7225,7.9,2019-02-26 19:24:00
253-12-6086,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,Credit card,688.8,34.44,8.7,2019-03-12 12:43:00
808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,Credit card,141.88,7.094,6.9,2019-03-14 17:22:00
571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,Cash,746.0,37.3,9.5,2019-01-08 20:55:00
144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,Credit card,282.96,14.148,4.4,2019-01-05 16:05:00
731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,Ewallet,355.4,17.77,7.0,2019-01-04 13:34:00
783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,337.15,16.8575,6.3,2019-03-06 18:13:00
687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,Cash,42.24,2.112,9.7,2019-01-03 19:17:00
126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,Credit card,193.86,9.693,8.8,2019-01-07 11:44:00
633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,Cash,24.06,1.203,5.1,2019-01-27 15:51:00
477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,Ewallet,598.26,29.913,7.9,2019-02-26 16:52:00
566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,Cash,335.79,16.7895,6.2,2019-01-07 20:52:00
526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,Cash,218.2,10.91,7.1,2019-01-07 17:36:00
376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,Ewallet,381.68,19.084,6.4,2019-02-02 13:23:00
537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,Cash,709.9,35.495,5.7,2019-03-20 16:28:00
828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,Credit card,440.2,22.01,9.6,2019-03-20 19:57:00
136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,Credit card,559.68,27.984,6.4,2019-02-15 17:01:00
523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,Credit card,37.0,1.85,7.9,2019-03-06 13:29:00
490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,Cash,15.34,0.767,6.5,2019-01-06 11:09:00
667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,Ewallet,598.98,29.949,8.5,2019-03-04 15:02:00
565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,Cash,190.68,9.534,9.1,2019-03-12 14:21:00
498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,Cash,333.4,16.67,7.6,2019-02-20 18:01:00
593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,Cash,74.86,3.743,6.9,2019-03-24 14:49:00
226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,Cash,213.75,10.6875,9.5,2019-01-31 12:02:00
283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,Credit card,339.57,16.9785,5.2,2019-01-25 13:30:00
430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,Cash,664.16,33.208,4.2,2019-02-03 14:38:00
139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,Credit card,403.0,20.15,7.0,2019-01-24 17:37:00
558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,Ewallet,194.95,9.7475,6.0,2019-03-14 17:20:00
278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,Cash,62.48,3.124,4.7,2019-02-18 20:29:00
316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,Cash,72.72,3.636,7.1,2019-01-21 10:00:00
585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,Ewallet,181.1,9.055,5.9,2019-03-13 11:46:00
211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,Cash,259.6,12.98,7.5,2019-03-03 13:42:00
727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,Cash,115.36,5.768,6.4,2019-03-29 14:44:00
744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,Ewallet,470.28,23.514,5.8,2019-01-10 14:16:00
307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,Cash,240.04,12.002,4.5,2019-01-25 15:54:00
779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,Cash,88.61,4.4305,7.7,2019-01-19 10:21:00
446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,Credit card,199.64,9.982,6.7,2019-01-02 18:09:00
573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,Credit card,39.01,1.9505,4.7,2019-03-12 16:46:00
735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,Cash,48.61,2.4305,4.4,2019-02-25 15:31:00
439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,Credit card,204.76,10.238,4.7,2019-03-18 17:15:00
396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,119.68,5.984,8.6,2019-02-23 12:29:00
411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,Ewallet,505.4,25.27,4.3,2019-03-26 20:14:00
286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,Cash,281.61,14.0805,9.6,2019-03-30 13:22:00
803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,710.32,35.516,4.1,2019-02-17 17:09:00
512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,Ewallet,79.44,3.972,4.7,2019-03-21 10:40:00
848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,Cash,163.82,8.191,7.8,2019-03-05 17:43:00
532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,Cash,479.58,23.979,5.5,2019-01-31 14:04:00
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet,138.66,6.933,9.7,2019-02-05 19:05:00
870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,71.15,3.5575,4.4,2019-02-01 10:08:00
423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash,139.95,6.9975,5.0,2019-03-07 13:12:00
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,781.3,39.065,4.4,2019-02-10 20:51:00
174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,Cash,198.74,9.937,5.2,2019-02-14 17:29:00
428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,Cash,63.24,3.162,7.3,2019-02-09 10:25:00
603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,Cash,373.95,18.6975,4.9,2019-01-10 11:34:00
704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card,207.69,10.3845,8.1,2019-03-11 18:58:00
787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet,176.28,8.814,8.4,2019-02-18 16:28:00
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,206.37,10.3185,5.5,2019-02-26 20:26:00
622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,Cash,39.42,1.971,8.4,2019-01-18 15:08:00
372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet,91.56,4.578,9.8,2019-02-15 18:03:00
563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash,308.85,15.4425,6.7,2019-03-08 13:21:00
746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,Credit card,129.12,6.456,9.4,2019-01-17 12:48:00
276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,Ewallet,390.96,19.548,6.4,2019-03-12 19:53:00
815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,Cash,498.9,24.945,5.4,2019-03-09 19:09:00
719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,Cash,377.04,18.852,8.6,2019-03-12 16:30:00
730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,Credit card,204.52,10.226,4.0,2019-01-25 10:11:00
340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,Cash,145.44,7.272,7.6,2019-03-25 13:07:00
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,198.18,9.909,6.8,2019-02-07 18:48:00
634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,98.7,4.935,9.1,2019-02-17 17:27:00
566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,385.1,19.255,5.5,2019-02-03 15:59:00
442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,Credit card,46.96,2.348,7.9,2019-03-14 11:21:00
835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,Ewallet,73.5,3.675,8.5,2019-03-24 13:48:00
527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,142.25,7.1125,9.1,2019-03-21 10:17:00
898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,Ewallet,687.6,34.38,7.5,2019-03-19 15:49:00
692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,Cash,347.7,17.385,5.2,2019-02-24 13:02:00
633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,142.95,7.1475,9.5,2019-03-28 12:58:00
374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,385.38,19.269,8.9,2019-02-05 15:26:00
378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,144.27,7.2135,7.8,2019-02-10 18:23:00
433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,391.79,19.5895,8.9,2019-03-05 19:06:00
873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,Cash,538.3,26.915,7.7,2019-02-15 20:21:00
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,485.15,24.2575,9.3,2019-01-30 16:24:00
150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,133.95,6.6975,6.2,2019-02-14 15:04:00
135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,701.37,35.0685,7.6,2019-02-27 16:10:00
441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,71.95,3.5975,7.3,2019-02-04 12:14:00
725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,Cash,714.0,35.7,4.7,2019-01-20 10:13:00
531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,Cash,182.14,9.107,5.1,2019-03-28 17:38:00
400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,135.0,6.75,4.8,2019-02-27 11:06:00
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,993.0,49.65,6.6,2019-02-15 14:53:00
834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash,361.83,18.0915,5.5,2019-01-26 18:22:00
115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,383.11,19.1555,8.5,2019-03-14 19:02:00
565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,Cash,243.0,12.15,4.8,2019-03-02 14:16:00
320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,Cash,30.24,1.512,8.4,2019-03-04 15:44:00
889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,Credit card,356.56,17.828,7.8,2019-01-07 12:20:00
632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card,375.5,18.775,9.3,2019-03-08 20:01:00
554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,Cash,954.4,47.72,5.2,2019-01-09 13:45:00
453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,Ewallet,82.5,4.125,6.5,2019-03-01 15:40:00
578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash,74.97,3.7485,5.6,2019-03-16 16:58:00
612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,647.68,32.384,7.4,2019-02-17 11:12:00
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,Cash,755.76,37.788,9.1,2019-02-27 15:12:00
471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,Ewallet,199.58,9.979,8.0,2019-03-07 20:37:00
462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash,439.32,21.966,7.2,2019-01-21 17:44:00
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,Cash,164.96,8.248,7.1,2019-02-19 16:23:00
834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,Cash,326.72,16.336,9.1,2019-01-06 12:12:00
122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,Cash,461.88,23.094,5.6,2019-03-14 19:33:00
468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash,263.76,13.188,6.0,2019-03-24 10:29:00
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,Cash,143.6,7.18,5.4,2019-01-27 14:28:00
254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card,193.5,9.675,7.8,2019-03-06 12:46:00
201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,183.82,9.191,9.9,2019-02-02 19:40:00
261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card,121.92,6.096,4.9,2019-01-25 19:39:00
730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,Ewallet,420.66,21.033,5.2,2019-03-14 17:54:00
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,252.48,12.624,8.9,2019-01-29 12:25:00
422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card,335.45,16.7725,9.1,2019-01-03 16:47:00
667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,Ewallet,483.5,24.175,7.0,2019-01-14 12:52:00
843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,Credit card,318.42,15.921,9.6,2019-01-05 19:50:00
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,668.43,33.4215,8.7,2019-02-22 18:17:00
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet,387.92,19.396,9.4,2019-02-06 17:20:00
182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,94.6,4.73,4.0,2019-01-30 13:32:00
289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,Credit card,329.32,16.466,7.5,2019-01-11 10:37:00
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,Cash,53.22,2.661,4.2,2019-03-19 14:35:00
868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,Cash,498.45,24.9225,9.9,2019-01-14 12:09:00
153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,Ewallet,299.56,14.978,4.2,2019-03-01 15:32:00
662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,Ewallet,204.7,10.235,9.9,2019-01-06 13:58:00
